Peter Godwin,when a crocodile eats the sun: a memoir of africa 
Arthur Goldhammer 366,Neoconservatism: The Biography of a Movement 
Charles H Ferguson,No End in Sight 
Taiye Selasi,Ghana Must Go 
Lydia Millet,ghost light 
Kirby Gann,Ghosting 
Roger Clarke,ghosts 
Kwasi Kwarteng,Ghosts Of Empire: Britain's Legacies in the Modern World 
Kathryn Schulz,being wrong: adventures in the margin of error 
Eduardo Garrigues,west of babylon 
Joe Scarborough,last best hope  the 
Ron Carlson,signal  the 
Alyse Myers,who do you think you are? 
Mary Morris,river queen  the: a memoir 
Neil Gordon,company you keep  the 
Galileo Galilei,Galileo: Watcher of the Skies 
Sara (1987- ) Novic,girl at war 
Katie Roiphe,still she haunts me 
Anna Lyndsey,girl in the dark 
Caitlin Flanagan,Girl Land 
Mary O'connell,living with saints 
Amy Stewart,girl waits with gun 
Sarah Dunant,birth of venus  the 
Tariq Ramadan,in the footsteps of the prophet: lessons from the life of muhammad 
James Lasdun,give me everything you have 
Eric Nuzum,giving up the ghost 
Donovan Jr Campbell,Joker One 
Gloria Steinem,Mighty Wurlitzer  The 
Mark Hertsgaard,eagle's shadow  the 
Jagdish Bhagwati,in defense of globalization 
Martin Clark,legal limit  the 
Jack Pendarvis,legal limit  the 
Paul M Barrett,Glock: The Rise of America's Gun 
Charlie LeDuff,us guys: the true and twisted mind of the american man 
Brian Brown,tv 
Niall Williams,fall of light  the 
Amy C (1977- ) Seek,god and jetfire 
John Updike,early stories  the: 1953-1975 
Bill Russell Edmonds,god is not here 
Greg Mortenson,Three Cups of Tea 
Christopher Bram,lives of the circus animals 
Gerald Posner,god's bankers 
Cullen Murphy,God's Jury: The Inquisition and the Making of the Modern World 
Ty Burr,gods like us 
Hari Kunzru,Gods Without Men 
Robert Olen Butler,fair warning 
Dennis Bock,Going Home Again 
Richard A Schoenherr,goodbye father 
Chris Cleave,Gold 
Rose Tremain,colour  the 
Benny Morris,One State  Two States 
David Levinthal,Goldilocks and the Three Dinosaurs 
Jonathan R Cole,great american university  the: its rise to preeminence  its indispensable national role  why it must be protected 
Mark Lilla,stillborn god  the: religion  politics  and the modern west 
Negro,real pepsi challenge  the: the inspirational story of breaking the color barrier in american business 
William James,William James. In the Maelstrom of American Modernism: A Biography.  
Melanie Wallace,blue horse dreaming 
Katie Kitamura,Gone to the Forest 
Jenny Uglow,lunar men  the 
Terry Eagleton,sweet violence: the idea of the tragic 
Nancy Huston,Goodbye for Now 
Karen Armstrong,spiral staircase  the: my climb out of darkness 
Cornelia Nixon,jarrettsville 
Caryl Phillips,foreigners 
Charles Frazier,thirteen moons 
Andre Comte-sponville,small treatise on the great virtues  a 
Paul Theroux,dead hand  a: a crime in calcutta 
Barry Unsworth,ruby in her navel  the: a novel of love and intrigue in the twelfth century 
the Donne,Desperate Passage 
Kate DiCamillo,magician‰Ûªs elephant  the 
Stanislas Dehaene,magician‰Ûªs elephant  the 
John Burnside,devil‰Ûªs footprints  the 
John Le Carre,mission song  the 
Adam LeBor,city of oranges: an intimate history of arabs and jews in jaffa 
Paul Rudnick,Gorgeous 
David Macaulay,way we work  the 
David Macaulay,way we work  the 
Louis Begley,matters of honor 
Ward Just,forgetfulness 
William Greider,soul of capitalism  the 
Robert Cohen,varieties of romantic experience  the: stories 
Graeme Simsion,rosie project  the 
Graham Robb,discovery of middle earth  the 
Norman Rush,mortals 
Anthony Lawrence,in the half light 
Roger Casement,Devil and Mr. Casement  The 
Mario Vargas Llosa,way to paradise  the 
Library,where  the why  and the how  the 
Andrew Smith,grasshopper jungle 
Norman Henderson,rediscovering the great plains 
Margaret Drabble,sea lady  the: a late romance 
Louis Bayard,mr timothy 
Susan Solomon,coldest march  the 
Richard Rodriguez,brown: the last discovery of america 
Donald Kagan,peloponnesian war  the 
Simon Tolkien,final witness 
Helen Humphreys,lost garden  the 
Diana Athill,yesterday morning 
Elinor Lipman,family man  the 
Kerry Hardie,winter marriage  a 
Sally Koslow,little pink slips 
Arthur Phillips,angelica 
Greg Grandin,empire of necessity  the 
Norah Vincent,voluntary madness 
David Sedaris,when you are engulfed in flames 
Monica Ali,In the Kitchen 
Jim Holt,stop me if you‰Ûªve heard this 
Jon Scieszka,search for wondla  the 
Jennifer Egan,look at me 
Mohamedou Ould Slahi,guantanamo diary 
Ann Packer,dive from clausen's pier  the 
Mary Roach,gulp 
Garrison Keillor,love me 
Bill Mckibben,long distance: a year of living strenuously 
Amelia Gray,gutshot 
Steve Brezenoff,Guy in Real Life 
Tracy Chevalier,lady and the unicorn  the 
Rick Marin,cad: confessions of a toxic bachelor 
Gwen Edelman,train to warsaw  the 
Rashid Khalidi,iron cage  the: the story of the palestinian struggle for statehood 
David Shenk,immortal game  the: : a history of chess  or how 32 carved pieces on a board illuminated our understanding of war  art  science  and the human brain 
Ivan Klima,no saints or angels 
Alison Smith,name all the animals: a memoir 
Lore Segal,Half the Kingdom 
Thomas Pierce,hall of small mammals 
Valerie Martin,trespass 
Lore Segal,shakespeare's kitchen: stories 
Colin Harrison,finder  the 
Scott Huler,town like paris  a 
Ingrid Bergman,ingrid 
Linda Tirado,hand to mouth 
Daniel Handler,like you'd understand  anyway: stories 
Neal Gabler,walt disney: the triumph of the american imagination 
Hanya Yanagihara,little life  a 
Bernhard Schlink,flights of love: stories 
Chinelo Okparanta,happiness  like water 
Gregg Easterbrook,progress paradox  the 
Andrey Platonov,Happy Moscow 
Lydia Millet,my happy life 
Walter Russell Mead,god and gold 
Farah Jasmine Griffin,harlem nocturne 
Doreen Rappaport,bronte sisters  the 
Julianna Baggott,harriet wolf's seventh book of wonders 
Barbara Holland,joy of drinking  the 
Joan Acocella,twenty-eight artists and two saints: essays 
Paul Auster,travels in the scriptorium 
John Banville,christine falls 
Patricia Hampl,blue arabesque: a search for the sublime 
William Dalrymple,last mughal  the. the fall of a dynasty: delhi  1857 
Barack Obama,audacity of hope  the: thoughts on reclaiming the american dream 
Haruki Murakami,colorless tsukuru tazaki and his years of pilgrimage 
Haruki Murakami,strange library  the 
Andre Aciman,Harvard Square 
Jim Crace,Harvest 
Jim Krusoe,erased 
Helen Humphreys,Coventry 
Nick Bilton,hatching twitter 
Abraham H Foxman,never again? the threat of new anti-semitism 
Jill Alexander Essbaum,hausfrau 
Ronald Frame,Havisham 
Jean-Marie Gustave Le Clezio,desert 
Brad Land,goat: a memoir 
Edward Teller,memoirs: twentieth-century journey in science and politics 
Calvin Trillin,tepper isn't going out 
Robert Olen Butler,had a good time 
Christopher Buckley,no way to treat a first lady 
Caroline Alexander,bounty  the 
Andrew Marr,head of state 
Toni Bentley,sisters of salome 
Jacob Tomsky,heads in beds 
Orhan Pamuk,snow 
Betty Friedan,life so far 
Kadir Nelson,heart and soul 
Lev Grossman,codex 
Louis Begley,shipwreck 
Thomas Frank,what's the matter with kansas? 
Sadakat Kadri,heaven on earth 
Harris Irfan,heaven's bankers 
Richard Klein,jewelry talks: a novel thesis 
Giles Foden,turbulence 
Paulette Jiles,color of lightning  the 
Sebastian Faulks,human traces 
Gerard Russell,heirs to forgotten kingdoms 
Helen Fielding,Bridget Jones: Mad About the Boy 
Richard Rhodes,hell and good company 
Benjamin Lorr,hell-bent 
Nuruddin Farah,links 
Kelly Link,stranger things happen 
Bruce McCall,marvelå_town 
Heather Andrea Williams,help me to find my people 
David Levy,love and sex with robots 
Henry A Kissinger,World Order 
Hayden Carruth,toward the distant islands: new and selected poems 
Zoe Caldwell,i will be cleopatra: an actress's journey 
Eva Hoffman,secret  the 
Louise Erdrich,master butchers singing club  the 
Edwin Black,war against the weak 
Orhan Pamuk,my name is red 
Georges Remi,Herge  Son of Tintin 
Shirley Hughes,Hero on a Bicycle 
Anne Nelson,red orchestra 
Adolf Hitler,hitler‰Ûªs beneficiaries: plunder  racial war  and the nazi welfare state 
Ben Macintyre,englishman's daughter  the 
Brooks Haxton,nakedness  death  and the number zero: poems 
Mark Edmundson,teacher: the one who made the difference 
Martin Torgoff,can't find my way home 
John Updike,higher gossip 
Hillary Rodham Clinton,Hard Choices 
Richard Rhodes,masters of death 
Peter Maass,crude world: the violent twilight of oil 
Norman Manea,hooligan's return  the: a memoir 
Bill Clinton,my life 
David Mitchell,cloud atlas 
George M Fredrickson,racism: a short history 
Chris Lynch,hit count 
Kinky Friedman,kill two birds and get stoned 
Michael Shapiro,last good season  the 
Nick Hornby,songbook 
Kenneth L Kusmer,down and out  on the road 
Lee Smith,on agate hill 
Wendell Berry,andy catlett: early travels 
Robert Olmstead,coal black horse 
Mark Slouka,visible world  the 
Keith Bradsher,high and mighty 
Blue Balliett,Hold Fast 
Sally Mann,hold still 
William Giraldi,Hold the Dark 
Laura Rose (1982- ) Wagner,hold tight  don't let go 
Dbc Pierre,vernon god little 
Norval Morris,maconochie's gentlemen 
Rick Atkinson,day of battle  the: the war in sicily and italy  1943-1944. volume two of the liberation trilogy 
Thomas Doherty,hollywood and hitler  1933-1939 
Deborah Nadoolman Landis,Hollywood Costume 
Michael Frayn,the human touch: our part in the creation of a universe 
Hilary Mantel,fludd 
Toni Morrison,Home 
Howard Bahr,licks of love: short stories and a sequel 
Nathaniel Bellows,on this day 
Brittani Sonnenberg,Home Leave 
Peter Singer,one world: the ethics of globalization 
Dominique Browning,around the house and in the garden 
Chris Offutt,no heroes: a memoir of coming home 
David Haward Bain,old iron road  the 
Jason C Anthony,hoosh 
Shalom Auslander,Hope: A Tragedy 
Andrew Sean Greer,confessions of max tivoli  the 
Richard Fortey,horseshoe crabs and velvet worms 
Bryan Collier,dave the potter: artist  poet  slave 
Nick Lake,Hostage Three 
Ross Gelbspan,boiling point 
Adam Levin,Hot Pink 
Blake Morrison,justification of johann gutenberg  the 
Amanda Vaill,hotel florida 
Anthony Swofford,hotels  hospitals  and jails 
Margaret Leroy,postcards from berlin 
Nicholson Baker,house of holes 
Anthony Shadid,house of stone 
Dan (1961- ) Pope,housebreaking 
Simon Schama,history of britain  a: volume ii 
Paul Tough,how children succeed 
Iain Sinclair,landor's tower: or  the imaginary conversations 
Jim Grimsley,how i shed my skin 
David Shields,How Literature Saved My Life 
Carl Zimmer,soul made flesh 
Stephen (Journalist) Witt,how music got free 
Sheila Heti,How Should a Person Be? 
James Kelman,you have to be careful in the land of the free 
Anna Reid,shaman's coat  the: a native history of siberia 
Stephen L Carter,emperor of ocean park  the 
Nadine Gordimer,pickup  the 
Jon Kukla,wilderness so immense  a 
Eugenia Cheng,how to bake pi 
Ruth (1963- ) Goodman,how to be a victorian 
Catherine Jinks,How to Catch a Bogle 
Wendy Moore,how to create the perfect wife 
Michel Pastoureau,devil's cloth  the 
Karolina Waclawiak,How to Get Into the Twin Palms 
Julie (1967- ) Lythcott-Haims,how to raise an adult 
David Rees,How to Sharpen Pencils 
Chris Hedges,what every person should know about war 
Steven Berlin Johnson,how we got to now 
Benedict Carey,how we learn 
Howard Cosell,howard cosell 
Howard Norman,next life might be kinder 
David Lipsky,absolutely american: four years at west point 
Hugh (1931- ) Thomas,world without end 
Robert Louis Stevenson,silver 
Vincent Lam,bloodletting & miraculous cures 
Peter Balakian,burning tigris  the 
Daniel Levine,Hyde 
Richard Sennett,craftsman  the 
Scott Westerfeld,extras 
Terry Pratchett,Nation 
Rajesh Parameswaran,i am an executioner 
Tahir Shah,trail of feathers: in search of the birdmen of peru 
Elizabeth Drew,citizen mccain 
Elmore Leonard,when the women come out to dance: stories 
Adam Haslett,you are not a stranger here 
Cecil Beaton,unexpurgated beaton  the 
Jeanine Basinger,i do and i don't 
Richard Hell,I Dreamed I Was a Very Clean Tramp 
Brenda A,the yuckiest  stinkiest  best valentine ever 
Howard Norman,I Hate to Leave This Beautiful Place 
Ann Saddlemyer,becoming george: the life of mrs w b yeats 
Victoria Jamieson,oink-a-doodle-moo 
Anne Lamott,blue shoe 
Richard Schweid,consider the eel 
Robert Coover,adventures of lucky pierre  the 
Helen Stevenson,instructions for visitors 
Ted Botha,mongo: adventures in trash 
Antonio Munoz Molina,sepharad 
Elisabeth Lasch-quinn,race experts 
William F Jr Buckley,getting it right 
Hans Blix,disarming iraq 
Zachary Lazar,I Pity the Poor Immigrant 
Joyce Johnson,missing men: a memoir 
Peter Pringle,food  inc 
Elizabeth C (1974- ) Kennedy,i take you 
James Mcmanus,positively fifth street 
Jeff Tweedy,adult head 
Kevin Brooks,iboy 
Lee Siegel,love and other games of chance: a novelty 
Joy Goodwin,second mark  the 
Carl Phillips,rest of love  the 
Sam Byers,Idiopathy 
Adam Johnson,parasites like us 
Alice Miller,truth will set you free  the 
Boris Akunin,winter queen  the 
Lorene Cary,if sons  then heirs 
Alessandro Baricco,city 
Thomas Kelly,rackets  the 
Michael Byers,long for this world 
Emily Murdoch,If You Find Me 
Jane Smiley,good faith 
Jandy Nelson,i'll give you the sun 
Annping Chin,four sisters of hofei: a history 
Jonah Lehrer,imagine 
Joan London,gilgamesh 
Linda Williams,playing the race card 
Taylor Antrim,immunity 
Walter Russell Mead,special providence 
David Constantine,in another country 
Roger Angell,game time: a baseball companion 
Nic Brown,in every way 
Richard Bausch,hello to the cannibals 
Robert Burleigh,zoom! zoom! 
John Irving,In One Person 
Patrica Cohen,In Our Prime: The Invention of Middle Age 
Peter (1927-2014) Matthiessen,In Paradise 
Joan Silber,lucky us 
Mark Helprin,In Sunlight and in Shadow 
Nicholson Baker,box of matches  a 
Eve Ensler,in the body of the world 
Carlos Ruiz Zafon,shadow of the wind  the 
Hampton Sides,in the kingdom of ice 
Kim Barnes,In the Kingdom of Men 
Rajia R (Author) Hassib,in the language of miracles 
Zia Haider Rahman,In the Light of What We Know 
Janet Frame,In the Memorial Room 
Adrian Nicole Leblanc,random family 
Chris Bachelder,bear v shark 
Victor Lavalle,ecstatic  the: or  homunculus 
Kathleen A (1970- ) DuVal,independence lost 
Akash Kapur,india becoming 
Elizabeth Pisani,indonesia etc 
President Ronald Reagan,infamy 
Robert A Ferguson,inferno 
Max Hastings,Inferno 
Brooke E Borel,infested 
James Dashner,infinity ring 
Bruce Berkowitz,new face of war  the 
Polly Shulman,tale dark and grimm  a 
Andrea Lee,interesting women: stories 
Geoff Nicholson,bedlam burning 
Edmund White,inside a pearl 
Molly Moynahan,stone garden 
Alix Ohlin,Inside 
Paula Bomer,Inside Madeleine 
Ruth Ozeki,all over creation 
Susan Straight,highwire moon 
Gitta Sereny,healing wound  the 
Pamela Petro,sitting up with the dead 
Benjamin Wood,bellwether revivals  the 
Wade Davis,into the silence 
Chip Brown,good morning midnight: life and death in the wild 
Sophie Powell,mushroom man  the 
Alan Lightman,reunion 
Max Boot,invisible armies 
Iris Krasnow,sex after... 
Anne Applebaum,iron curtain 
Mac McClelland,irritable hearts 
Irvine Welsh,sex lives of siamese twins  the 
Gunter Grass,peeling the onion 
Daniel Patrick Moynihan,is marriage for white people? 
David Bellos,Is That a Fish in Your Ear? 
Lawrence M Friedman,law in america: a short history 
George Steiner,grammars of creation 
Keith Kachtick,hungry ghost 
Henri Cole,middle earth 
Peter J Bentley,digital biology 
Cullen Murphy,are we rome? the fall of an empire and the fate of america 
Lila Perl,isabel's war 
Nayomi Munaweera,island of a thousand mirrors 
Pam Belluck,island practice 
Halldor Laxness,iceland's bell 
Jerry Kobalenko,horizontal everest  the 
Ismail Kadare,fall of the stone city  the 
Glenda Elizabeth Gilmore,defying dixie 
Joseph Kanon,Istanbul Passage 
Simon Conway Morris,life's solution 
Thomas Berger,adventures of the artificial woman 
Mary Robison,tell me: 30 stories 
Peter Matthiessen,birds of heaven  the 
Peter Galison,einstein's clocks  poincare's maps: empires of time 
Reynolds Price,noble norfleet 
Matt Ridley,nature via nurture 
Peter Ackroyd,albion: the origins of the english imagination 
Henry Gee,jacob's ladder 
David Liss,coffee trader  the 
Michael Crichton,prey 
John Lewis Gaddis,surprise  security  and the american experience 
Sam Savage,it will end with us 
Tim Parks,italian ways 
Danah Boyd,it's complicated 
Patricia Engel,It's Not Love  It's Just Paris 
Lynsey Addario,it's what i do 
Scarlett Thomas,our tragic universe 
Ceridwen Dovey,blood kin 
Philip K Dick,soon i will be invincible 
Michael Crichton,next 
Ivan Doig,last bus to wisdom 
Andrea Levy,fruit of the lemon 
Colm Toibin,mothers and sons: stories 
Howard Jacobson,j 
Jack Gilbert,collected poems 
Edmund White,Jack Holmes and His Friend 
Neal Stephenson,confusion  the 
John Osborne,John Osborne: The Many Lives of the Angry Young Man 
Naomi Alderman Little,liars' gospel  the 
Jacqueline Woodson,Brown Girl Dreaming 
Chris Abani,graceland 
Jerry Spinelli,Jake and Lily 
James Ellroy,Perfidia 
James Franco,directing herbert white 
James (1968- ) Hannaham,delicious foods 
Peter Manseau Hubert Wolf,pagans 
James McBride,good lord bird  the 
James Nestor,deep 
James Risen,pay any price 
Jennifer Baszile,black girl next door  the 
Jane Gardam,hollow land  the 
Jane Smiley,some luck 
Sherwin Nuland,soul of medicine  the 
Philip Roth,instructions  the 
Jean Thompson,witch  the 
Jeanette Winterson,daylight gate  the 
Jeanette Winterson,Why Be Happy When You Could Be Normal? 
Jeffrey C (1967- ) Bartsch,two across 
Jen Doll,save the date 
Jennifer duBois,Partial History of Lost Causes  A 
Jennifer Niven,all the bright places 
Bill Elliott,awesome bill from dawsonville: my life in nascar 
Greg Kot,ripped: how the wired generation revolutionized music 
Bill Bryson,life and times of the thunderbolt kid  the: a memoir 
Jenny Offill,dept. of speculation 
Jenny Uglow,in these times 
Bryan Christy,lizard king  the 
Katherine Marsh,Jepp  Who Defied the Stars 
Mike Davis,dead cities: and other tales 
Beth Ann Bauman,Jersey Angel 
Lucinda Rosenfeld,why she went home 
Jean-Pierre Fili Guy Delisle,kiki de montparnasse 
Simon Sebag Montefiore,jerusalem 
Olympia Vernon,eden 
Jhumpa Lahiri,lowland  the 
Jill Leovy,ghettoside 
David P Colley,blood for dignity 
Jim Harrison,brown dog 
Sage Blackwood,Jinx 
Joe (1943- ) Domanick,blue 
Joe Sacco,great war  the: july 1  1916 
Johanna Skibsrud,quartet for the end of time 
John Boyne,This House Is Haunted 
John Darnielle,wolf in white van 
John Dickie,blood brotherhoods 
John Gray,silence of animals  the 
John H Oakley,greek vase  the 
Bryan K,stone wife  the 
John Leonard,Reading for My Life: Writings  1958-2008 
John A Rizzo,company man 
Jonah Lehrer,how we decide 
Rosemary Mahoney,singular pilgrim  the: travels on sacred ground 
Jon Krakauer,missoula 
Jon M (1952- ) Pessah,game  the 
Jonathan Eig,birth of the pill  the 
Jonathan Franzen,purity 
Jonathan Galassi,muse 
Jonathan Lethem,Fear of Music 
Jonathan Lethem,Dissident Gardens 
Jonathan Lethem,lucky alan 
Diana Athill,somewhere towards the end 
Vi Joe Perry,Rocks: My Life In and Out of Aerosmith 
Jorie Graham,from the new world 
JosÌ© Saramago,skylight 
Salman Rushdie,Joseph Anton: A Memoir 
Joseph Kanon,leaving berlin 
Joseph Roth,what i saw: reports from berlin  1920-1933 
Jonathan Rottenberg Basic Boo,depths  the 
Jean Thompson,wide blue yonder 
Harry Kessler,journey to the abyss 
Stephen King,Joyland 
Richard Fortey,Dry Storeroom No. 1 
Michael Burleigh,sacred causes: the clash of religion and politics  from the great war to the war on terror 
Judy Blume,in the unlikely event 
Nicole Mones,last chinese chef  the 
Peter Cameron,city of your final destination  the 
Jules Feiffer,kill my mother 
Hilton Kramer,triumph of modernism  the: the art world  1987-2005 
Jung Chang,empress dowager cixi 
Lynne Cox,swimming to antarctica 
Paul Bloom,just babies 
Bryan A (1959- ) Stevenson,just mercy 
Gayle Forman,Just One Day 
Grant Petersen,just ride 
Justin Hocking,great floodgates of the wonderworld  the 
Justin St Germain,Son of a Gun 
Naeem Murr,perfect man  the 
Michael Chabon,maps and legends 
Madison Smartt Bell,perfect man  the 
Michael Domitrovich,tastes like cuba 
Alec Wilkinson,happiest man in the world  the: an account of the life of poppa neutrino 
Mark Haddon,spot of bother  a 
Jonathan Lethem,you don‰Ûªt love me yet 
Rebecca Mead,one perfect day: the selling of the american wedding 
Aravind Adiga,White Tiger  The 
Karen E Bender,refund 
Karen Joy Fowler,We Are All Completely Beside Ourselves 
Karen Shepard,celestials  the 
Kate Atkinson,god in ruins  a 
Katha Pollitt,pro 
Katherine Boo,Behind the Beautiful Forevers 
Isabel Gillies,infinite sea  the 
Kathi Appelt,true blue scouts of sugar man swamp  the 
Kathryn Harrison,Enchantments 
Kaui Hart Hemmings,descendants  the 
Roger Rosenblatt,Kayak Morning 
Kazuo Ishiguro,buried giant  the 
Leslie Chang,factory girls 
Eric G Wilson,keep it fake 
Matthew Pearl,dante club  the 
Joseph O'connor,star of the sea 
Sheila O'Connor,Keeping Safe the Stars 
Chris Farley,Chris Farley Show  The 
Nelson Mandela,Playing the Enemy 
Paul Kelly,Golden Age of Fender: 1946-1970 
Kelly Link,get in trouble 
David Remnick,only game in town the: sportswriting from the new yorker 
Margaret MacMillan,Dangerous Games: The Uses and Abuses of History 
Cormac McCarthy,road  the 
Kent Haruf,Benediction 
Kent (Author) Russell,i am sorry to think i have raised a timid son 
Juliet Bell,Kepler's Dream 
Thomas E Kennedy,kerrigan in copenhagen 
Kevin Kwan,china rich girlfriend 
Yizhar Smilansky,khirbet khizeh 
Deborah Larsen,white  the 
Charles Brandt,i heard you paint houses 
Kim (1953- ) Gordon,girl in a band 
Rilla Askew,Kind of Kin 
Yiyun Li,Kinder Than Solitude 
Shawn Goodman,Kindness for Weakness 
Rohinton Mistry,family matters 
Cristina Garcia,King of Cuba 
Philip Hensher,king of the badgers 
Eric Clapton,clapton 
Breyten Breytenbach,windcatcher: new and selected poems  1964-2006 
Brad Leithauser,curves and angles: poems 
Garrison Keillor,liberty: a lake wobegon novel 
Derek Walcott,white egrets: poems 
Kirstin Downey,isabella 
Bill Geist,way off the road: discovering the peculiar charms of small-town america 
Nikolaus (Author) Wachsmann,kl  
Tom Bissell,father of all things  the: a marine  his son  and the legacy of vietnam 
Edward Dorn,way more west: new and selected poems 
Bruce Chadwick,reel civil war  the 
Doris Lessing,cleft  the 
Jane Gardam,Storm  The 
Aldo Leopold,aldo leopold‰Ûªs odyssey 
John A Nagl,knife fights 
Katy Butler,knocking on heaven's door 
Lisa Randall,knocking on heaven's door 
Melissa Panarello,scent of your breath  the 
Gary Taubes,good calories  bad calories: challenging the conventional wisdom on diet  weight control  and disease 
Janelle Brown,all we ever wanted was everyå_thing 
Miranda July,no one belongs here more than you: stories 
Rena,encyclopedia of the exquisite 
Matthew Connelly,fatal misconception 
Mireille Guiliano,french women for all seasons: a year of secrets  recipes  and pleasure 
Barbara Kingsolver,animal  vegetable  miracle: a year of food life 
Nam Le,boat  the 
Helon Habila,measuring time 
Hugo Chavez,åÁhugo!: the hugo chÌÁvez story from mud hut to perpetual revolution 
Steve Hodel,black dahlia avenger: a genius for murder 
Diane Johnson,le mariage 
Francesca Marciano,casa rossa 
Vladimir Voinovich,monumental propaganda 
Walter Mosley,bad boy brawly brown 
Philip Stephens,tony blair: the making of a world leader 
Mary Ladd Gavell,i cannot tell a lie  exactly 
Sandeep Jauhar,intern 
Lee Siegel,against the machine 
Michael Lind,land of promise 
Naomi J (1964- ) Williams,landfalls 
Jonathan Darman,landslide 
Larry (1935- ) Kramer,american people  volume 1  the 
Larry McMurtry,last kind words saloon  the 
Ray Kurzweil,how to create a mind 
Stephen C Schlesinger,act of creation 
Derek Haas Dark Me,hurt machine 
Jane Gardam,Last Friends 
Anne Carson,beauty of the husband  the 
James Carroll,secret father 
Michele Zackheim,Last Train to Paris 
George Szirtes,Satantango 
Chantal Thomas,farewell  my queen 
Alfredo Bryce Echenique,tarzan's tonsillitis 
Michael Walsh,white cargo 
Rebecca Soln Michael Hofmann,men 
Emma Straub,Laura Lamont's Life in Pictures 
Laura Berg,find me 
Laura Berg,isle of youth  the 
Lauren Fox,days of awe 
Laurie Halse Anderson,impossible knife of memory  the 
Laurie Penny,unspeakable things 
George F Kennan,Hawk and the Dove  The 
Nile Rodgers,le freak 
Ron Hansen,isn't it romantic? 
Richard Schickel,good morning  mr zip zip zip 
Richard Flanagan,gould's book of fish 
Nuala O'faolain,almost there: the onward journey of a dublin woman 
Ben Marcus,leaving the sea 
Graham Swift,tomorrow 
Reynolds Price,Ardent Spirits 
John Rechy,about my life and the kept woman 
Hugo Hamilton,speckled people  the 
Henry James,House of Wits 
Adam Wilson Harper Perennial,what's important is feeling 
Jane Jacobs,you are here 
Kati Marton,great escape  the: nine jews who fled hitler and changed the world 
Robert Fagles,aeneid  the 
Larry McMurtry,when the light goes 
John Lanchester,family romance: a love story 
Lena Dunham,Not That Kind of Girl 
Anya Ulinich,lena finkle's magic barrel 
Bryan Reardon Lene Kaaberbol,kings of london  the 
David E Hoffman,oligarchs  the: wealth and power in the new russia 
Susan Isaacs,elephant keepers' children  the 
Mark Pendergrast,mirror mirror 
Susan Faludi,terror dream  the: fear and fantasy in post-9/11 america 
Malcolm Gladwell,outliers 
Jacob S Hacker,great risk shift  the: the assault on american jobs  families  health care  and retirement and how you can fight back 
Aaron Burr,fallen founder: the life of aaron burr 
Les Murray,taller when prone 
Lily Burana,strip city 
Annie (1981- ) Liontas,let me explain you 
Shirley Jackson,let me tell you 
Joseph Mcelroy,actress in the house 
Siri Hustvedt,what i loved 
Mikael Niemi,popular music from vittula 
Shannon Henry,dinner club  the 
Marianne Wiggins,evidence of things unseen 
Ian McEwan,on chesil beach 
Roberto Bolano,2666
Roberto Bolano,2666
David Sedaris,Let's Explore Diabetes With Owls 
Gerard Woodward,letters from an unknown woman 
Julian Barnes,Levels of Life 
Michael S Gazzaniga,human: the science behind what makes us unique 
Maira Kalman,principles of uncertainty  the 
Kim Severson,spoon fed: how eight cooks saved my life 
Marisa Acocella,cancer vixen: a true story 
David Halberstam,everything they had 
John Vaillant,tiger  the: a story of vengeance and survival 
John Grisham,innocent man  the: murder and injustice in a small town 
Joanne B Freeman,affairs of honor: national politics in the new republic 
Rebecca Stead,Liar & Spy 
Edmund Fawcett,liberalism 
Adam Phillips,equals 
Jeremi Suri,Liberty's Surest Guardian 
Leslie Epstein,Liebestod: Opera Buffa With Leib Goldkorn 
Gail Hareven,lies  first person 
John Mueller,overblown: how politicians and the terrorism industry inflate national security threats  and why we believe them 
Diana Wagman,life #6 
Jill McCorkle,Life After Life 
Kate Atkinson,Life After Life 
Bill Roorbach,life among the giants 
Robin Black,Life Drawing 
Robin Marantz Henig,pandora's baby 
Bob Smith,hamlet's dresser: a memoir 
Roger Ebert,life itself: a memoir 
William H Gass,Life Sentences: Literary Judgments and Accounts 
Robert Lowell,collected poems by robert lowell 
Henry Louis Jr Gates,life upon these shores 
Samuel Hynes,growing seasons  the 
Kevin Brockmeier,things that fall from the sky 
Alex Halberstadt,lonely avenue: the unlikely life and times of doc pomus 
Yossi Klein Halevi,like dreamers 
Una LaMarche,Like No Other 
Marilynne Robinson,Lila 
Lesley Chamberlain,motherland: a philosophical history of russia 
Lily Koppel,astronaut wives club  the 
Lily Tuck,house at belle fontaine  the 
Laura Shapiro,something from the oven 
Lincoln Steffens,i have seen the future 
John Fabian Witt,lincoln's code 
Augusten Burroughs,wolf at the table  a 
Martin Amis,lionel asbo 
Lionel Shriver,Big Brother 
Peter Cameron,someday this pain will be useful to you  
Constance L Hays,real thing  the 
Rod Phillips,short history of wine  a 
Lauren Willig St,book of you  the 
Thanhha (1965- ) Lai,listen  slowly 
Harvey Meyerson,nature's army: when soldiers fought for yosemite 
Rajiv Chandrasekaran,little america 
Anna Keesey,Little Century 
Gary Shteyngart,little failure 
Lauren Thompson,999 tadpoles 
Christine Sneed,Little Known Facts 
Nina Berberova,billancourt tales 
Mark Jude Poirier,unsung heroes of american industry: stories 
Walter Mosley,futureland 
Benson Bobrick,testament: a soldier's story of the civil war 
Jennifer Fisher,nutcracker nation 
