The House of Mirth,Edith Wharton,Society and Class;!Wealth;!Marriage;!Appearances;!Freedom and Confinement;!Respect and Reputation;!Morality;!Women and Femininity
The House of the Scorpion,Nancy Farmer,Identity;!Choices;!Power;!Compassion and Forgiveness;!Isolation;!Lies and Deceit;!Science;!Slavery;!Death
The House of the Seven Gables,Nathaniel Hawthorne,Family;!Fate and Free Will;!Justice and Judgment;!Religion;!Morality and Ethics;!Pride;!Society and Class;!Gender
The House of the Spirits,Isabel Allende,Family;!Memory and The Past;!Literature and Writing;!Perseverance;!Violence;!Women and Femininity;!Society and Class;!The Supernatural;!Freedom and Confinement;!Politics
The House on Mango Street,Sandra Cisneros,Identity;!Dreams, Hopes, and Plans;!Society and Class;!Innocence;!Gender;!Women and Femininity;!Foreignness and 'The Other';!The Home;!Family;!Friendship
How I Live Now,Meg Rosoff,Family;!Warfare;!Contrasting Regions: New York and England;!Foreignness and "The Other";!Suffering;!The Home;!Innocence;!Lust
How the Garca Girls Lost Their Accents,Julia Alvarez,Language and Communication;!Family;!Gender;!Sexuality and Sexual Identity;!Society and Class;!Foreignness and 'The Other';!Literature and Writing;!Politics
Howards End,E.M. Forster,Love;!Society and Class;!Transformation;!Identity;!Dissatisfaction;!Men and Masculinity;!Women and Femininity;!Wealth;!Principles;!Patriotism
Howl's Moving Castle,Diana Wynne Jones,Appearances;!Freedom and Confinement;!Family;!Old Age;!The Home;!Morality and Ethics;!Identity;!The Supernatural
The Hunchback of Notre-Dame,Victor Hugo,Appearances;!Love;!Fate and Free Will;!Suffering;!Lust;!Time;!Justice;!The Supernatural
A Hunger Artist,Franz Kafka,Isolation;!Art and Culture;!Life, Consciousness and Existence;!Suffering
Hush, Hush,Becca Fitzpatrick,Love;!Coming of Age;!Sex;!The Supernatural;!Gender;!Sacrifice;!Mortality;!Good vs. Evil;!Rules and Order
I Am the Cheese,Robert Cormier,Identity;!Memory and The Past;!Versions of Reality;!Isolation;!Lies and Deceit;!Family;!Fear;!Suffering
I Am the Messenger,Markus Zusak,Identity;!Fate and Free Will;!Fear;!Love;!Disappointment;!Courage;!Life, Consciousness, and Existence;!Truth
I Know Why the Caged Bird Sings,Maya Angelou,Race;!Change;!Appearance;!Identity;!Love;!Sexuality and Sexual Identity;!Religion;!Literature and Writing
I Stand Here Ironing,Tillie Olsen,Language and Communication;!Women and Femininity;!Poverty;!Power
I'll Give You The Sun,Jandy Nelson,Identity;!Family;!Betrayal;!Guilt and Blame;!Mortality;!The Supernatural;!Art and Culture;!Change
I, Robot,Isaac Asimov,Technology and Modernization;!Morality and Ethics;!Fear;!Foolishness and Folly;!Language and Communication;!Choices;!Friendship;!Power;!Science;!Rules and Order
The Iceman Cometh,Eugene ONeill,Dreams;!Language and Communication;!Defeat;!Lies and Deceit;!Mortality;!Manipulation;!Fear;!Betrayal
An Ideal Husband,Oscar Wilde,Marriage;!Compassion and Forgiveness;!Politics;!Respect and Reputation;!Morality and Ethics;!Power;!Memory and the Past;!Women and Femininity
The Idiot,Fyodor Dostoevsky,Philosophical Viewpoints: The Non-Divine Christ;!Compassion and forgiveness;!Love;!Suffering;!Sacrifice;!Hypocrisy;!Good vs. Evil;!Society and Class;!Innocence;!Power
Idylls of the King,Alfred, Lord Tennyson,Betrayal;!Love;!Principles;!Man and the Natural World;!Versions of Reality;!Dreams, Hopes, and Plans;!Spirituality;!The Supernatural
If Only,Carole Geithner,Mortality;!Friendship;!Isolation;!Coming of Age;!Foreignness and "The Other";!Family;!Suffering;!Fear
If on a winter's night a traveler,Italo Calvino,Literature and Language;!Jealousy;!Lies and Deceit;!Disappointment;!Gender;!Education;!Fate and Free Will;!Innocence
The Iliad,Homer,Fate and Free Will;!Pride;!Mortality;!Competition;!Compassion and Forgiveness;!Friendship;!Love;!Hate;!Warfare;!Religion
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Suffering;!Morality and Ethics;!The Supernatural;!Science;!Immortality;!Race;!Family;!Poverty;!Language and Communication
The Importance of Being Earnest,Oscar Wilde,Lies and Deceit;!Marriage;!Respect and Reputation;!Society and Class;!Gender;!Versions of Reality: Romance;!Love;!Foolishness and Folly
In Cold Blood,Truman Capote,Visions of Rural America;!Religion;!Men and Masculinity;!Women and Femininity;!Family;!Criminality;!Madness;!Plans and Dreams
In Darkness,Nick Lake,Lightness and Darkness;!Supernatural;!Violence;!Lies and Deceit;!Respect and Reputation;!Fate and Free Will;!Justice and Judgment;!Slavery
In Dubious Battle,John Steinbeck,Violence;!Manipulation;!Suffering;!Sacrifice;!Injustice;!Community;!Power;!Dissatisfaction;!Defeat;!Identity
In the Penal Colony,Franz Kafka,Justice and Judgment;!Suffering;!Religion;!Foreignness and 'The Other';!Tradition and Custom;!Primitiveness
In the Time of the Butterflies,Alvarez, Julia,Family;!Violence;!Sacrifice;!Courage;!Women and Femininity;!Memory and the Past;!Society and Class;!Religion;!Power;!Freedom and Confinement
In the Year of the Boar and Jackie Robinson,Bette Bao Lord,Language and Communication;!Family;!Isolation;!The Home;!Foreignness and "The Other";!Visions of America;!Friendship;!Perseverance;!Identity;!Tradition and Customs
Incidents in the Life of a Slave Girl,Harriet Jacobs,Slavery;!Race;!Women and Femininity;!Family;!Rules and Order;!Friendship;!Contrasting Regions;!Religion
Indian Camp,Ernest Hemingway,Suffering;!Men and Masculinity;!Mortality;!Innocence
Inferno,Dante Alighieri,Primitivity;!Man and the Natural World;!Lies and Deceit;!Justice;!Language and Communication;!Wisdom and Knowledge;!Compassion and Forgiveness;!Love;!Time;!Respect and Reputation
Inherit the Wind,Jerome Lawrence and Robert E. Lee,Compassion and Forgiveness;!Competition;!Contrasting Regions;!Defeat;!Education;!Justice and Judgment;!Principles;!Religion
Inkheart,Cornelia Funke,Literature and Writing;!Family;!Pride;!The Home;!Lies and Deceit;!The Supernatural;!Memory and the Past;!Power
Inside Out & Back Again,Thanhha Lai,Family;!Coming-of-Age;!Food;!Warfare;!Women and Femininity;!Language and Communication;!Sadness;!Tradition
The Interpretation of Dreams,Sigmund Freud,Language and Communication;!Ambition;!Family;!Sexuality and Sexual Identity;!Memory and the Past;!Repression;!Religion;!Friendship
Interpreter of Maladies,Jhumpa Lahiri,Language and Communication;!Marriage;!Family;!Dreams, Hopes and Plans;!Society and Class;!Dissatisfaction;!Memory and the Past;!Contrasting Regions and Cultural Identity;!Foreignness and the "Other";!Community
The Invention of Hugo Cabret,Brian Selznick,Awe and Amazement;!Friendship;!Family;!Transformation;!Memory and the Past;!Isolation;!Art and Culture;!Truth
The Invisible Man,H.G. Wells,Isolation;!Community;!Science;!Power;!Awe and Amazement;!Wealth;!Betrayal;!Violence;!Identity
Invisible Man,Ralph Ellison,Identity;!Race;!Lies and Deceit;!Ideology;!Memory and the Past;!Power;!Admiration;!Ambition;!Love;!Women and Femininity
The Island of Dr. Moreau,H. G. Wells,Society and Class;!Morals and Ethics;!Rules and Order;!Man & the Natural World;!Primitivity;!Identity;!Suffering;!Science
Island of the Blue Dolphins,Scott O'Dell,Man and the Natural World;!Violence;!Friendship;!Isolation;!Foreignness and 'the Other';!Gender;!Memory and the Past;!Language and Communication;!Tradition and Customs
Ivanhoe,Sir Walter Scott,Patriotism;!Foreignness and 'The Other';!Family;!Principles;!Identity;!Justice and Judgment;!Duty;!Society and Class
Jacob Have I Loved,Katherine Paterson,Appearances;!Coming of Age;!Death;!Family;!Home;!Identity;!Jealousy;!Religion
Jane Eyre,Charlotte Bront,Marriage;!Education;!Appearances;!Society and Class;!The Supernatural;!Morality and Ethics;!Foreignness and "The Other";!The Home
Jazz,Toni Morrison,Violence;!Art and Culture: Jazz Music;!Women And Femininity;!Race;!Contrasting Regions;!Memory and The Past;!Versions of Reality;!Innocence;!Lust
Jellicoe Road,Melina Marchetta,Abandonment;!Family;!Friendship;!Competition;!Identity;!Memory/The Past;!Tradition;!Mortality;!Spirituality;!Forgiveness
The Jew of Malta,Christopher Marlowe,Lies and Deceit;!Prejudice;!Wealth;!Religion;!Hypocrisy;!Justice and Judgment;!Perseverance;!Revenge;!Politics
The Jilting of Granny Weatherall,Katherine Anne Porter,Old Age;!Abandonment;!Mortality;!Women and Femininity
Johnny Got His Gun,Dalton Trumbo,Warfare;!Manipulation and Propaganda;!Freedom and Confinement;!Suffering;!Home;!Principles;!Society and Class;!Mortality
Johnny Tremain,Esther Forbes,Family;!Friendship;!Patriotism;!Pride;!Mortality (Death);!Politics;!Society and Class;!Language and Communication
Joseph Andrews,Henry Fielding,Appearances;!Lust;!Violence;!Foolishness and Folly;!Charity;!Courage;!Society and Class;!Family;!Manipulation
The Joy Luck Club,Amy Tan,Transformation;!Friendship;!Language and Communication;!Visions of America;!Foreignness and 'The Other';!Dreams, Hopes, and Plans;!Sex;!Women and Femininity;!Family;!Identity
The Joys of Motherhood,Buchi Emecheta,Women and Femininity;!Men and Masculinity;!Mortality;!Wealth;!Duty;!Education;!Tradition and Customs;!Slavery;!Race;!The Supernatural
Jude the Obscure,Thomas Hardy,Religion;!Isolation;!Love;!Marriage;!Gender;!Dreams, Hopes, and Plans;!Education;!Society and Class
Julie of the Wolves,Jean Craighead George,Tradition and Customs;!Man and the Natural World;!Identity;!Language and Communication;!The Home;!Family;!Isolation;!Fear;!Admiration
Julius Caesar,William Shakespeare,Power;!Fate and Free Will;!Friendship;!Art and Culture;!Gender;!Manipulation;!Pride;!Principles
Jumped,Rita Williams-Garcia,Violence;!Passivity;!Women and Femininity;!Respect and Reputation;!Society and Class;!Lies and Deceit;!Choices;!Versions of Reality
The Jungle,Upton Sinclair,Society and Class;!Suffering;!Power;!Visions of America;!Poverty;!Foreignness and the 'Other';!Language and Communication;!Gender
Just Listen,Sarah Dessen,Language and Communication;!Betrayal;!Family;!Isolation;!Lies and Deceit;!Sadness;!Identity;!Memory and the Past;!Respect and Reputation;!Art and Culture
Kaffir Boy,Mark Mathabane,Rules and Order;!Race;!Tradition and Customs;!Family;!Suffering;!Fear;!Identity;!Religion;!Hate;!Violence
Kew Gardens,Virginia Woolf,Isolation;!Women and Femininity;!Man and the Natural World;!Memory and the Past;!Society and Class;!Awe and Amazement;!Youth;!Modernization;!Versions of Reality
Kidnapped,Robert Louis Stevenson,Family;!Friendship;!Contrasting Regions;!Morality and Ethics;!Patriotism;!Revenge;!Exploration;!Defeat
The Killer Angels,Michael Shaara,Warfare;!Mortality;!Slavery;!Suffering;!Courage;!Patriotism;!Principles;!Fate and Free Will;!Society and Class;!Identity
The Killers,Ernest Hemingway,Innocence;!Passivity;!Appearances;!Criminality;!Men and Masculinity
Kim,Rudyard Kipling,Loyalty;!Race;!Cunning And Cleverness;!Appearances;!Foreignness And "The Other";!Youth;!Duty;!Spirituality
Kindred,Octavia Estelle Butler,Violence;!Race;!Slavery;!Gender;!Family;!Marriage;!Education;!Power
King Lear,William Shakespeare,Family;!Power;!Justice;!Language and Communication;!Gender;!Society and Class;!Loyalty;!Compassion and Forgiveness
King of the Bingo Game,Ralph Ellison,Fate and Free Will;!Isolation;!Madness;!Rules and Order;!Race
The Knife of Never Letting Go,Patrick Ness,Manipulation;!Rules and Order;!Language and Communication;!Choice;!Coming of Age;!Gender;!Individual vs. Society;!Guilt
Lady Chatterley's Lover,D.H. Lawrence,The Body;!Men and Masculinity;!Women and Femininity;!Sex;!Love;!Society and Class;!Isolation;!Wealth;!Freedom and Confinement;!Youth
The Lady with the Dog,Anton Chekhov,Love;!Dissatisfaction;!Isolation;!Reputation;!Fate and Free Will
Last of the Mohicans,James Fenimore Cooper,Warfare;!Man and the Natural World;!Prejudice;!Race;!Principles;!Wisdom and Knowledge;!Family;!Friendship
The Lathe of Heaven,Ursula K. LeGuin,Versions of Reality;!Philosophical Viewpoints (Taoism);!Philosophical Viewpoints (Utilitarianism);!Technology and Modernization;!Warfare;!Race;!Love;!Power
The Left Hand of Darkness,Ursula K. Le Guin,Language and Communication;!Gender;!Politics;!Religion;!Duty;!The Other;!Man and the Natural World;!Warfare;!Love
The Legend of Sleepy Hollow,Washington Irving,Greed and Gluttony;!The Supernatural;!Wealth;!Man and the Natural World;!Warfare;!Truth;!Appearances
Legend,Marie Lu,Betrayal;!Revenge;!Poverty;!Family;!Lies and Deceit;!Patriotism;!Choices;!Mortality;!Power;!Truth
The Leopard,Giuseppe di Lampedusa,Society and Class;!Marriage;!Mortality;!Dissatisfaction;!Pride;!Sex;!Inertia;!Religion
Les Misrables,Victor Hugo,Suffering;!Poverty;!Family;!Power;!Youth;!Appearances;!Religion;!Marriage
A Lesson Before Dying,Ernest J. Gaines,Race;!Prejudice;!Mortality;!Religion;!Coming of Age;!Education;!Injustice;!Poverty
Leviathan,Scott Westerfeld,Friendship;!Lies and Deceit;!Warfare;!Gender;!Identity;!Man and the Natural World;!Society and Class;!Contrasting Regions: Clankers and Darwinists;!Strength and Skill
Libation Bearers,Aeschylus,Revenge;!Justice and Judgment;!Family;!Language and Communication;!Memory and the Past;!Fate and Free Will;!Lies and Deceit;!Religion;!Gender;!Exile
The Library of Babel,Jorge Luis Borges,Literature and Writing;!Rules and Order;!Religion;!Exploration;!Death
Ligeia,Edgar Allan Poe,Mortality;!Appearance;!Versions of Reality;!Drugs and Alcohol
Light in August,William Faulkner,Race;!Memory and the Past;!Fate and Free Will;!Society and Class;!Religion;!Foreignness and 'the Other';!Gender
Like Water for Chocolate,Laura Esquivel,Family;!Love;!Sexuality;!Freedom/Liberation;!Violence/Abuse (Physical and Mental);!Cooking as a Remedy;!Men and Masculinity;!Tradition/Society;!Race
The Lion, the Witch, and the Wardrobe,C.S. Lewis,Good vs. Evil;!Compassion and Forgiveness;!Betrayal;!Transformation;!Spirituality;!Guilt and Blame;!Courage;!Family;!The Supernatural;!Man and the Natural World;!Exploration
Lips Touch: Three Times,Laini Taylor,Love;!Lies and Deceit;!Violence;!Fear;!Identity;!Women and Femininity;!Mortality;!Memory and the Past;!The Supernatural;!Transformation
Little Brother,Cory Doctorow,Fear;!Friendship;!Identity;!Rules and Order;!Power;!Freedom and Confinement;!Cunning and Cleverness;!Technology and Modernization
Little Dorrit,Charles Dickens,Family;!Morality and Ethics;!The Home;!Pride;!Poverty;!Wealth;!Power;!Duty;!Respect and Reputation;!Freedom and Confinement
The Little Prince,Antoine de Saint-Exupry,Truth;!Transformation;!Sadness;!Versions of Reality;!Friendship;!Language and Communication;!Innocence;!Perseverance
A Little Princess,Frances Hodgson Burnett,Isolation;!Friendship;!Jealousy;!Suffering;!Courage;!Perseverance;!Appearances;!Society and Class;!Poverty;!Transformation
Little Women,Louisa May Alcott,Women and Femininity;!The Home;!Principles;!Literature and Writing;!Love;!Marriage;!Sacrifice;!Poverty;!Ambition
Lockdown,Walter Dean Myers,Violence;!Choices;!Sadness;!Hopes, Dreams, and Plans;!Prejudice;!Criminality;!Race;!Fear
Long Day's Journey Into Night,Eugene O'Neill,Guilt and Blame;!Suffering;!Drugs and Alcohol;!Memory and The Past;!Lies and Deceit;!Fate and Free Will;!Family;!Society and Class
A Long Way from Chicago,Richard Peck,Family;!Friendship;!Perseverance;!Competition;!Lies and Deceit;!Time;!Poverty;!Coming of Age;!Contrasting Regions;!Community
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,Art & Culture;!Choices;!Community;!Family;!Innocence;!Man and the Natural World;!Manipulation;!Warfare
Looking for Alaska,John Green,Friendship;!Intimacy, Sex, and Love;!Home;!Lies and Deceit;!Suffering;!Mortality;!Life, Consciousness, and Existence;!Choices;!Alcohol;!Rules and Order
Lord Jim,Joseph Conrad,Language and Communication;!Choices;!Memory and the Past;!Men and Masculinity;!Guilt and Blame;!Respect and Reputation;!Principles;!Youth;!Exile;!Foreignness and the Other
Lord of the Flies,William Golding,Primitivity;!Civilization;!Innocence;!Rules and Order;!Fear;!Power;!Identity;!Religion;!Wisdom and Knowledge;!Youth
The Lottery,Shirley Jackson,Society and Class;!Tradition and Customs;!Hypocrisy;!Family
Love Medicine,Louise Erdrich,Family;!Religion;!Drugs and Alcohol;!Love;!War;!Abuse;!Death;!Race
Love in the Time of Cholera,Gabriel Garcia Marquez,Love;!Death;!Loyalty;!Marriage;!Old Age;!Sex;!Literature and Writing
Love's Labour's Lost,William Shakespeare,Love;!Education;!Cunning and Cleverness;!Literature and Writing;!Sex;!Principles;!Men and Masculinity;!Women and Femininity;!Man and the Natural World;!Time
Lucky Jim,Kingsley Amis,Appearances;!Society and Class;!Art and Culture;!Education;!Injustice;!Respect and Reputation;!Alcohol and Drugs;!Women and Femininity
Lucy: A Novel,Jamaica Kincaid,Foreignness and the Other;!Lust;!Friendship;!Women and Femininity;!Family;!Marriage;!Betrayal;!Dissatisfaction
The Luminaries,Eleanor Catton,Foreignness;!Family;!Lies and Deceit;!Wealth/Class;!Chance/Destiny;!Primitivism;!Truth;!Revenge
Luna,Julie Anne Peters,Family;!Jealousy;!Lies and Deceit;!Suffering;!Courage;!Gender;!Identity;!Prejudice;!Society and Class;!Transformation
Lysistrata,Aristophanes,Women and Femininity;!Sex;!Men and Masculinity;!Warfare;!The Home;!Politics;!Power;!Perseverance
M.C. Higgins, the Great,Virginia Hamilton,Family;!Friendship;!The Home;!Prejudice;!Men and Masculinity;!Man and the Natural World;!Dreams, Hopes, and Plans;!The Supernatural;!Coming-of-Age;!Change
MS. Found in a Bottle,Edgar Allan Poe,Fear;!Exploration;!Death;!Versions of Reality
Macbeth,William Shakespeare,Fate and Free Will;!Ambition;!Power;!Versions of Reality;!Gender;!The Supernatural;!Violence;!Time
Madame Bovary,Gustave Flaubert,Dissatisfaction;!Freedom and Confinement;!Foolishness and Folly;!Love;!Women and Femininity;!Wealth;!Appearances;!Repression;!Art and Culture
Maggie: A Girl of the Streets,Stephen Crane,Religion;!Violence;!Awe and Amazement;!Men and Masculinity;!Fate Versus Free Will;!Poverty;!Society and Class;!Dreams, Hopes, and Plans
The Magic Barrel,Bernard Malamud,Religion;!Love;!Lies and Deceit;!Dissatisfaction;!Appearances
Main Street,Harry Sinclair Lewis,Religion;!Marriage;!Family;!Gender;!Love;!Class;!Alcohol and Drugs;!Man and the Natural World
Major Barbara,George Bernard Shaw,Morality;!Gender;!War/Violence;!Wealth/Poverty;!Society and Class;!Hypocrisy;!Power;!Religion
The Maltese Falcon,Dashiell Hammett,Lies and Deceit;!Greed;!Principles;!Men and Masculinity;!Women and Femininity;!Violence;!Loyalty;!Fate and Free Will
The Man Who Was Almost a Man,Richard Wright,Coming of Age;!Power;!Men and Masculinity;!Choices
The Man in the High Castle,Philip K. Dick,Memory and the Past;!Fate and Free Will;!Prejudice;!Power;!Politics;!Art and Culture;!Lies and Deceit;!Society and Class;!Strength and Skill;!Gender
The Man in the Iron Mask,Alexandre Dumas,Friendship;!Love;!Memory and the Past;!Family;!Principles;!Old Age;!Loyalty;!Justice and Judgment
A Mango-Shaped Space,Wendy Mass,Versions of Reality;!Friendship;!Mortality;!Art and Culture;!Isolation;!Identity;!Lies and Deceit;!Family
Maniac Magee,Jerry Spinelli,Abandonment;!Family;!Friendship;!Courage;!Race;!Freedom and Confinement;!Prejudice;!Innocence
Mansfield Park,Jane Austen,Principles;!Passivity;!Language and Communication;!Love;!Marriage;!Family;!The Home;!Memory and the Past;!Gender
Marcelo in the Real World,Francisco X. Stork,Language and Communication;!Suffering;!Sex;!Religion;!Lies and Deceit;!Society and Class;!Power;!Justice and Judgment
Marked by Fire,Joyce Carol Thomas,Women and Femininity;!Violence;!Madness;!Religion;!Family;!Love;!Race;!Education
Marked,P.C. Cast and Kristin Cast,Family;!Appearances;!The Home;!The Supernatural;!Friendship;!Transformation;!Sex;!Education
The Martian Chronicles,Ray Bradbury,Change;!Art and Culture;!Identity;!Memory and the Past;!Isolation;!Home;!Dreams, Hopes, and Plans;!Sadness;!Freedom;!Man and the Natural World
The Masque of the Red Death,Edgar Allan Poe,Mortality;!Versions of Reality;!Fear;!Foolishness and Folly
Master Harold... and the boys,Athol Fugard,Race;!Coming of Age;!Art and Culture;!Education;!Home and Family;!Competition;!Dissatisfaction and Disillusionment;!Violence
Matched,Ally Condie,Choices;!Art & Culture;!Rules and Order;!Courage;!Lies and Deceit;!Family;!Power;!Society and Class
Matilda,Roald Dahl,Education;!The Supernatural;!Awe and Amazement;!Fear;!Youth;!Violence;!Family;!Freedom and Confinement;!Good vs. Evil
Maus: A Survivor's Tale,Art Spiegelman,Power;!Warfare (The Holocaust);!Race;!Memory and the Past;!Family;!Guilt and Blame;!Morality and Ethics;!Art and Culture
The Mayor of Casterbridge,Thomas Hardy,Marriage;!Love;!Friendship;!Gender;!Memory and the Past;!Man and the Natural World;!Fate and Free Will;!Dissatisfaction
Measure for Measure,William Shakespeare,Justice and Judgment;!Sex;!Mortality;!Marriage;!Religion;!Gender;!Lies and Deceit
Medea,Euripides,Women and Femininity;!Revenge;!Betrayal;!Exile;!Foreignness and 'The Other';!Marriage;!Cunning and Cleverness;!Love
Meditations,Marcus Aurelius,Freedom and Confinement;!Principles;!Good versus Evil;!Versions of Reality;!Mortality;!Life, Consciousness, and Existence;!Duty;!Change (Transience);!Identity;!Time
The Merchant of Venice,William Shakespeare,Race;!Wealth;!Friendship;!Marriage;!Justice;!Love;!Isolation;!Choices
Meridian,Alice Walker,Race;!Poverty;!Women and Femininity;!Politics;!Mortality;!Spirituality;!Guilt and Blame;!Sex
The Merry Wives of Windsor,William Shakespeare,Marriage and Wealth;!Jealousy;!Lies and Deceit;!Society and Class;!Gender;!Language and Communication;!Love
The Metamorphoses,Ovid,Transformation;!Love;!Sex;!Man and the Natural World;!Memory and the Past;!Foolishness and Folly;!Revenge;!Gender;!Science;!Religion
The Metamorphosis,Franz Kafka,Man and the Natural World;!Life, Consciousness, and Existence;!Morality and Ethics;!Transformation;!Identity;!Isolation;!Family;!Society and Class
Middle School: The Worst Years of My Life,James Patterson & Chris Tebbetts,Art and Culture;!Choices;!Dissatisfaction;!Family;!Identity;!Power;!Rules and Order;!Versions of Reality
Middlemarch,George Eliot,Marriage;!Compassion and Forgiveness;!Women and Femininity;!Science;!Dissatisfaction;!Dreams, Hopes, Plans;!Society and Class;!Literature and Writing;!Spirituality
Midnight's Children,Salman Rushdie,Time;!Truth;!Philosophical Viewpoints: Fatalism;!Literature and Writing;!Foreignness And 'The Other';!Women and Femininity;!Sex;!Family
A Midsummer Night's Dream,William Shakespeare,Love;!Art and Culture;!Transformation;!Gender;!Versions of Reality;!Foolishness and Folly;!Man and the Natural World;!The Supernatural
Midwinterblood,Marcus Sedgwick,Immortality;!Quest;!Language and Communication;!Love;!Memory and the Past;!Sacrifice;!The Supernatural;!Visions of Blessed Island
The Mill on the Floss,George Eliot,Love;!Family;!Choices;!Memory and the Past;!Home;!Suffering;!Compassion and Forgiveness;!Gender;!Society and Class;!Art and Culture
The Misanthrope,Molire,Love;!Friendship;!Hypocrisy;!Power;!Lies and Deceit;!Society and Class;!Justice and Judgment
The Miser,Molire,Greed;!Manipulation;!Marriage;!Freedom and Confinement;!Madness;!Family;!Respect and Reputation;!Isolation
Missing May,Cynthia Rylant,Love;!Family;!Abandonment;!Mortality;!The Supernatural;!Suffering;!Coming of Age;!The Home;!Religion;!Dreams, Hopes and Plans
Moby-Dick,Herman Melville,Revenge;!Man and the Natural World;!Religion;!Race;!Sexuality and Sexual Identity;!Literature and Writing;!Fate and Free Will;!Madness
A Modest Proposal,Jonathan Swift,Suffering;!Inertia;!Society and Class;!Morality and Ethics;!Visions of Ireland;!Foreignness and "The Other";!Politics;!Power;!Greed;!Religion
Moll Flanders,Daniel Defoe,Women and Femininity;!Sex;!Wealth;!Criminality;!Identity;!Society and Class;!Morality and Ethics;!Authorship
The Monkey's Paw,W.W. Jacobs,The Supernatural;!Death;!Fate and Free Will;!Family;!Technology and Modernization
A Monster Calls,Patrick Ness,Family;!Death;!Versions of Reality;!The Supernatural;!Suffering;!Isolation
Monster,Walter Dean Myers,Lies & Deceit;!Betrayal;!Versions of Reality;!Family;!Fear;!Violence;!Justice;!Isolation
The Monstrumologist,Rick Yancey,Man and the Natural World;!Choices;!Lies and Deceit;!Compassion and Forgiveness;!Family;!Religion;!Isolation;!Pride
Moon Over Manifest,Clare Vanderpool,Family;!Identity;!Memory and the Past;!Community;!Isolation;!Prejudice;!Society and Class
The Moon is a Harsh Mistress,Robert Heinlein,Freedom and Confinement;!Philosophical Viewpoint: Libertarianism;!Rules and Order;!Traditions and Customs;!Technology and Modernization;!Violence;!Women and Femininity;!Manipulation
The Moonstone,Wilkie Collins,Marriage;!Gender;!Memory and the Past;!Society and Class;!Foreignness and 'the Other';!Literature and Writing;!Drugs and Alcohol;!Religion
More Than Human,Theodore Hamilton Sturgeon,Morality and Ethics;!Memory and The Past;!Isolation;!Friendship;!Identity;!Compassion and Forgiveness;!Innocence;!Race
Le Morte D'Arthur,Sir Thomas Malory,Betrayal;!Loyalty;!Revenge (or Vengeance);!Identity;!Love;!Rules and Order;!Tradition and Customs;!Strength and Skill
The Most Dangerous Game,Richard Connell,Competition;!Violence;!Perseverance;!Strength and Skill;!Man and the Natural World;!Fear
Mother Courage and Her Children,Bertolt Brecht,Society and Class;!Wealth;!Warfare;!Religion;!Innocence;!Rules and Order;!Power;!Principles
The Moths,Helena Maria Viramontes,Family;!Violence;!Appearances;!Mortality
Mourning Becomes Electra,Eugene O'Neill,Family;!Lies and Deceit;!Sex and Lust;!Death;!Justice and Judgment;!Society and Class;!Fate;!The Supernatural
Mrs Dalloway,Virginia Woolf,Society and Class;!Time;!Isolation;!Warfare;!Suffering;!Repression;!Memory and the Past;!Madness
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Language and Communication;!Family;!The Home;!Dissatisfaction;!Sacrifice;!Identity;!Society and Class;!Transformation
Much Ado About Nothing,William Shakespeare,Marriage;!Lies and Deceit;!Language and Communication;!Love;!Respect and Reputation;!Transformation;!Gender;!Pride;!Maturity
Murder on the Orient Express,Agatha Christie,Justice and Judgment;!Reason and Logic;!Visions of America;!Foreignness and 'the Other';!Lies and Deceit;!Modernization and Technology;!Appearances;!Good and Evil;!Strength and Skill
The Murders in the Rue Morgue,Edgar Allan Poe,Cunning and Cleverness;!Justice and Judgment;!Foreignness and 'The Other';!Awe and Amazement
My Brother Sam Is Dead,James Lincoln Collier and Christopher Collier,Violence and Warfare;!Family;!Courage;!Lies and Deceit;!Patriotism;!Coming of Age;!Duty;!Visions of America
My Heartbeat,Garret Freymann-Weyr,Communication;!Family;!Sexual Identity;!Literature;!Society;!Coming of Age;!Love;!Isolation
My Life in Dog Years,Gary Paulsen,Admiration;!Love;!Loyalty;!Strength and Skill;!Mortality;!Cunning and Cleverness;!Man and the Natural World;!Violence
My Name is Asher Lev,Chaim Potok,Individuality;!Community;!Creativity;!Religion;!Family;!The Past;!Imagination versus Reality;!Education
My ntonia,Willa Cather,Man and the Natural World;!Memory and the Past;!Foreignness and 'The Other';!Gender;!Society and Class;!Visions of America;!Love;!Passivity;!Suffering;!Youth
The Mysteries of Udolpho,Ann Radcliffe,Family;!Manipulation;!Fear;!Perseverance;!Women and Femininity;!Man and the Natural World;!Mortality;!Greed;!The Supernatural;!Justice and Judgment
The Mysterious Benedict Society,Trenton Lee Stewart,Isolation;!Courage;!Principles;!Youth;!Manipulation;!Education;!Power;!Community
The Namesake,Jhumpa Lahiri,Identity;!Family;!Foreignness and 'the Other';!Home;!Love;!Contrasting Regions: India, United States, Europe;!Dissatisfaction;!Society and Class
Narrative of the Life of Frederick Douglass,Frederick Douglass,Slavery;!Education;!Family;!Suffering;!Visions of America;!Friendship;!Religion;!Truth
Native Son,Richard Wright,Fate and Free Will;!Fear;!Race;!Power;!Shame;!Criminality;!Religion;!Family
